Dosya,Mesaj_Karakter_Sayısı,Mesaj,Kapasite_bps,Saldırı_Türü,BER,SNR_dB
rock.00022.wav,8,GTZAN_WM,2.132385606397157,TSM -%5,0.5625,48.420197
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,No Attack,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,AWGN 30dB,0.013157894736842105,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,AWGN 20dB,0.07894736842105263,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,LPF 12kHz,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,LPF 8kHz,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,Resampling 16kHz,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,Cropping %5,0.03289473684210526,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,Cropping %10,0.05263157894736842,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,Amplitude x2,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,Amplitude x0.5,0.0,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,TSM +%5,0.48026315789473684,44.69699
rock.00022.wav,19,CAPACITY_TEST_LIMIT,5.0644158151932475,TSM -%5,0.3815789473684211,44.69699
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,No Attack,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,AWGN 30dB,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,AWGN 20dB,0.0625,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,LPF 12kHz,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,LPF 8kHz,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,Resampling 16kHz,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,Cropping %5,0.022727272727272728,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,Cropping %10,0.03977272727272727,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,Amplitude x2,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,Amplitude x0.5,0.0,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,TSM +%5,0.5397727272727273,44.496056
rock.00022.wav,22,0123456789012345678912,5.8640604175921816,TSM -%5,0.4715909090909091,44.496056
rock.00022.wav,23,01234567890123456789123,6.130608618391826,No Attack,0.0,44.35835
rock.00022.wav,23,01234567890123456789123,6.130608618391826,AWGN 30dB,0.0,44.35835
rock.00022.wav,23,01234567890123456789123,6.130608618391826,AWGN 20dB,0.043478260869565216,44.35835
rock.00022.wav,23,01234567890123456789123,6.130608618391826,LPF 12kHz,0.0,44.35835
rock.00022.wav,23,01234567890123456789123,6.130608618391826,LPF 8kHz,0.0,44.35835
rock.00022.wav,23,01234567890123456789123,6.130608618391826,Resampling 16kHz,0.0,44.35835
